date,code,name,city,county,fips,zipcode,x,y,confirmed_cases,new_confirmed_cases,active_cases,released_cases,resolved_cases,deaths,new_deaths
4/27/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
4/28/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
4/29/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
4/30/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
5/1/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
5/2/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
5/3/21,CCC,California Correctional Center,Susanville,Lassen,35,96127,-120.5117488,40.3974017,1365,0,,33,,0,0
3/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,,,0,,0,
3/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
3/31/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
4/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
5/31/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,0,0,,0,,0,0
6/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,1,1,,0,,0,0
6/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,2,1,,0,,0,0
6/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,2,0,,0,,0,0
6/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,3,1,,0,,0,0
6/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,34,31,,0,,0,0
6/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,34,0,,0,,0,0
6/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,55,21,,0,,0,0
6/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,109,54,,0,,0,0
6/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,110,1,,0,,0,0
6/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,110,0,,0,,0,0
6/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,112,2,,0,,0,0
6/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,112,0,,0,,0,0
6/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,112,0,,1,,0,0
6/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,117,5,,1,,0,0
6/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,123,6,,1,,0,0
7/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,127,4,,1,,0,0
7/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,144,17,,1,,0,0
7/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,148,4,,1,,0,0
7/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,149,1,,3,,0,0
7/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,149,0,,5,,0,0
7/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,157,8,,5,,0,0
7/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,170,13,,5,,0,0
7/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,186,16,,5,,0,0
7/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,187,1,,6,,0,0
7/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,197,10,,6,,0,0
7/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,197,0,,7,,0,0
7/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,197,0,,10,,0,0
7/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,272,75,,11,,0,0
7/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,276,4,,14,,0,0
7/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,306,30,,14,,0,0
7/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,311,5,,14,,0,0
7/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,315,4,,15,,0,0
7/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,323,8,,16,,0,0
7/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,325,2,,18,,0,0
7/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,375,50,,19,,0,0
7/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,416,41,,19,,0,0
7/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,417,1,,20,,0,0
7/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,442,25,,20,,0,0
7/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,443,1,,22,,0,0
7/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,446,3,,22,,0,0
7/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,448,2,,22,,0,0
7/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,450,2,,23,,0,0
7/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,549,99,,24,,0,0
7/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,551,2,,24,,0,0
7/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,554,3,,41,,0,0
7/31/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,556,2,,41,,0,0
8/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,560,4,,41,,0,0
8/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,568,8,,41,,0,0
8/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,571,3,,42,,0,0
8/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,573,2,,43,,0,0
8/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,619,46,,43,,0,0
8/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,626,7,,43,,0,0
8/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,626,0,,43,,0,0
8/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,628,2,,43,,0,0
8/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,628,0,,43,,0,0
8/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,629,1,,43,,0,0
8/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,630,1,,43,,0,0
8/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,757,127,,43,,0,0
8/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,777,20,,44,,0,0
8/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,777,0,,44,,0,0
8/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,777,0,,46,,0,0
8/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,777,0,,46,,0,0
8/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,778,1,,46,,0,0
8/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,778,0,,46,,0,0
8/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,786,8,,46,,0,0
8/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,792,6,,47,,0,0
8/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,794,2,,47,,0,0
8/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,794,0,,47,,0,0
8/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,794,0,,48,,0,0
8/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,794,0,,48,,0,0
8/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,794,0,,49,,0,0
8/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,796,2,,49,,0,0
8/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,797,1,,49,,0,0
8/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,798,1,,49,,0,0
8/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,798,0,,49,,0,0
8/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,798,0,,49,,0,0
8/31/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,798,0,,49,,0,0
9/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,799,1,,49,,0,0
9/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,799,0,,49,,0,0
9/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,799,0,,49,,0,0
9/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,800,1,,49,,0,0
9/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,800,0,,49,,0,0
9/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,800,0,,49,,0,0
9/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,800,0,,49,,0,0
9/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,803,3,,49,,0,0
9/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,804,1,,49,,0,0
9/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,809,5,,49,,0,0
9/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,810,1,,49,,0,0
9/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,810,0,,49,,0,0
9/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,810,0,,50,,0,0
9/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,812,2,,50,,0,0
9/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,812,0,,50,,0,0
9/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,829,17,,50,,0,0
9/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,830,1,,51,,0,0
9/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,831,1,,51,,0,0
9/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,831,0,,51,,0,0
9/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,831,0,,51,,0,0
9/21/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,832,1,,51,,0,0
9/22/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,833,1,,51,,0,0
9/23/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,834,1,,51,,0,0
9/24/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,835,1,,51,,0,0
9/25/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,835,0,,51,,0,0
9/26/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,835,0,,51,,0,0
9/27/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,835,0,,51,,0,0
9/28/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,835,0,,51,,0,0
9/29/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,836,1,,52,,0,0
9/30/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,836,0,,52,,0,0
10/1/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,836,0,,52,,0,0
10/2/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,837,1,,52,,0,0
10/3/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,837,0,,52,,0,0
10/4/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,838,1,,52,,0,0
10/5/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,839,1,,52,,0,0
10/6/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,839,0,,52,,0,0
10/7/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,840,1,,52,,0,0
10/8/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,840,0,,52,,0,0
10/9/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,840,0,,52,,0,0
10/10/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,840,0,,52,,0,0
10/11/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,840,0,,52,,0,0
10/12/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,842,2,,52,,0,0
10/13/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,842,0,,52,,0,0
10/14/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,842,0,,52,,0,0
10/15/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,4,,52,,0,0
10/16/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,0,,52,,0,0
10/17/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,0,,52,,0,0
10/18/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,0,,52,,0,0
10/19/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,0,,52,,0,0
10/20/20,CCI,California Correctional Institution,Tehachapi,Kern,29,93561,-118.5694869,35.1133011,846,0,,52,,0,0
